monotonic_ns,phase,taskbeat,motion_heartbeat,motion_type,interp_state,exec_state,x_cmd
228375257208,P1-fast-idle,210,564,0,1,2,0.0
228375428147,P1-fast-idle,210,564,0,1,2,0.0
228375599146,P1-fast-idle,210,564,0,1,2,0.0
228375770115,P1-fast-idle,210,564,0,1,2,0.0
228375940824,P1-fast-idle,210,564,0,1,2,0.0
228376112003,P1-fast-idle,210,564,0,1,2,0.0
228376280868,P1-fast-idle,211,565,0,1,2,0.0
228376452438,P1-fast-idle,211,565,0,1,2,0.0
228376623497,P1-fast-idle,211,565,0,1,2,0.0
228376794486,P1-fast-idle,211,565,0,1,2,0.0
228376965024,P1-fast-idle,211,565,0,1,2,0.0
228377140852,P1-fast-idle,211,565,0,1,2,0.0
228377311681,P1-fast-idle,211,565,0,1,2,0.0
228377482770,P1-fast-idle,212,566,0,1,2,0.0
228377653509,P1-fast-idle,212,566,0,1,2,0.0
228377827904,P1-fast-idle,212,566,0,1,2,0.0
228377998723,P1-fast-idle,212,566,0,1,2,0.0
228378170333,P1-fast-idle,212,566,0,1,2,0.0
228378340671,P1-fast-idle,212,566,0,1,2,0.0
228378511429,P1-fast-idle,213,567,0,1,2,0.0
228378681797,P1-fast-idle,213,567,0,1,2,0.0
228378852786,P1-fast-idle,213,567,0,1,2,0.0
228379024437,P1-fast-idle,213,567,0,1,2,0.0
228379195145,P1-fast-idle,213,567,0,1,2,0.0
228379365653,P1-fast-idle,213,567,0,1,2,0.0
228379536522,P1-fast-idle,214,569,0,1,2,0.0
228379707190,P1-fast-idle,214,569,0,1,2,0.0
228379877829,P1-fast-idle,214,569,0,1,2,0.0
228380049659,P1-fast-idle,214,569,0,1,2,0.0
228380220388,P1-fast-idle,214,569,0,1,2,0.0
228380391126,P1-fast-idle,214,569,0,1,2,0.0
228380562306,P1-fast-idle,215,570,0,1,2,0.0
228380736791,P1-fast-idle,215,570,0,1,2,0.0
228380907440,P1-fast-idle,215,570,0,1,2,0.0
228381078609,P1-fast-idle,215,570,0,1,2,0.0
228381252543,P1-fast-idle,215,570,0,1,2,0.0
228381423763,P1-fast-idle,215,570,0,1,2,0.0
228381594652,P1-fast-idle,215,570,0,1,2,0.0
228381763336,P1-fast-idle,216,571,0,1,2,0.0
228381934596,P1-fast-idle,216,571,0,1,2,0.0
228382105846,P1-fast-idle,216,571,0,1,2,0.0
228382276624,P1-fast-idle,216,571,0,1,2,0.0
228382447623,P1-fast-idle,216,571,0,1,2,0.0
228382618211,P1-fast-idle,216,571,0,1,2,0.0
228382789161,P1-fast-idle,217,572,0,1,2,0.0
228382959619,P1-fast-idle,217,572,0,1,2,0.0
228383155133,P1-fast-idle,217,572,0,1,2,0.0
228383330591,P1-fast-idle,217,572,0,1,2,0.0
228383503052,P1-fast-idle,217,572,0,1,2,0.0
228383673691,P1-fast-idle,217,572,0,1,2,0.0
228383845071,P1-fast-idle,218,573,0,1,2,0.0
228384016660,P1-fast-idle,218,573,0,1,2,0.0
228384187459,P1-fast-idle,218,573,0,1,2,0.0
228384363478,P1-fast-idle,218,573,0,1,2,0.0
228384542812,P1-fast-idle,218,573,0,1,2,0.0
228384713912,P1-fast-idle,218,573,0,1,2,0.0
228384885662,P1-fast-idle,219,574,0,1,2,0.0
228385057392,P1-fast-idle,219,574,0,1,2,0.0
228385228301,P1-fast-idle,219,574,0,1,2,0.0
228385398809,P1-fast-idle,219,574,0,1,2,0.0
228385569828,P1-fast-idle,219,574,0,1,2,0.0
228385740226,P1-fast-idle,219,574,0,1,2,0.0
228385911355,P1-fast-idle,220,575,0,1,2,0.0
228386082866,P1-fast-idle,220,575,0,1,2,0.0
228386253333,P1-fast-idle,220,575,0,1,2,0.0
228386424242,P1-fast-idle,220,575,0,1,2,0.0
228386595091,P1-fast-idle,220,575,0,1,2,0.0
228386765659,P1-fast-idle,220,575,0,1,2,0.0
