== full-p0-after-attach ==
UTC 2026-09-09T04:22:13Z
-- comps --
Loaded HAL Components:
ID      Type  Name                                                    PID   State
    14  User  halcmd17505                                             17505 ready
    10  RT    hostmot2                                                      ready
     9  User  halcmd17498                                             17498 ready

-- sampler --
Component Pins:
Owner   Type  Dir                 Value  Name

-- hm2/watchdog --
Component Pins:
Owner   Type  Dir                 Value  Name
    19  bit   RW                  FALSE  hm2_test.0.gpio.002.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.002.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.002.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.003.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.003.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.003.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.004.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.004.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.004.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.005.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.005.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.005.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.006.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.006.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.006.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.007.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.007.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.007.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.008.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.008.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.008.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.009.invert_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.009.is_opendrain
    19  bit   RW                  FALSE  hm2_test.0.gpio.009.is_output
    19  bit   RW                  FALSE  hm2_test.0.gpio.010.invert_output
