monotonic_ns,phase,taskbeat,motion_heartbeat,motion_type,interp_state,exec_state,x_cmd
1030852063989,P1-fast-idle,141,323,0,1,2,0.0
1030852226684,P1-fast-idle,141,323,0,1,2,0.0
1030852389337,P1-fast-idle,141,323,0,1,2,0.0
1030852553070,P1-fast-idle,142,324,0,1,2,0.0
1030852715743,P1-fast-idle,142,324,0,1,2,0.0
1030852879783,P1-fast-idle,142,324,0,1,2,0.0
1030853046191,P1-fast-idle,142,324,0,1,2,0.0
1030853209411,P1-fast-idle,142,324,0,1,2,0.0
1030853372117,P1-fast-idle,142,324,0,1,2,0.0
1030853535584,P1-fast-idle,142,324,0,1,2,0.0
1030853699543,P1-fast-idle,143,325,0,1,2,0.0
1030853862302,P1-fast-idle,143,325,0,1,2,0.0
1030854025955,P1-fast-idle,143,325,0,1,2,0.0
1030854189122,P1-fast-idle,143,325,0,1,2,0.0
1030854352816,P1-fast-idle,143,325,0,1,2,0.0
1030854516070,P1-fast-idle,143,325,0,1,2,0.0
1030854679555,P1-fast-idle,144,326,0,1,2,0.0
1030854847686,P1-fast-idle,144,326,0,1,2,0.0
1030855012842,P1-fast-idle,144,326,0,1,2,0.0
1030855175473,P1-fast-idle,144,326,0,1,2,0.0
1030855338055,P1-fast-idle,144,326,0,1,2,0.0
1030855502524,P1-fast-idle,144,326,0,1,2,0.0
1030855665010,P1-fast-idle,144,326,0,1,2,0.0
1030855830000,P1-fast-idle,145,327,0,1,2,0.0
1030855992991,P1-fast-idle,145,327,0,1,2,0.0
1030856156290,P1-fast-idle,145,327,0,1,2,0.0
1030856320406,P1-fast-idle,145,327,0,1,2,0.0
1030856484027,P1-fast-idle,145,327,0,1,2,0.0
1030856645394,P1-fast-idle,145,327,0,1,2,0.0
1030856808495,P1-fast-idle,146,328,0,1,2,0.0
1030856970564,P1-fast-idle,146,328,0,1,2,0.0
1030857134447,P1-fast-idle,146,328,0,1,2,0.0
1030857296944,P1-fast-idle,146,328,0,1,2,0.0
1030857459547,P1-fast-idle,146,328,0,1,2,0.0
1030857622119,P1-fast-idle,146,328,0,1,2,0.0
1030857785709,P1-fast-idle,146,328,0,1,2,0.0
1030857952163,P1-fast-idle,147,329,0,1,2,0.0
1030858116929,P1-fast-idle,147,329,0,1,2,0.0
1030858279923,P1-fast-idle,147,329,0,1,2,0.0
1030858442912,P1-fast-idle,147,329,0,1,2,0.0
1030858607581,P1-fast-idle,147,329,0,1,2,0.0
1030858770952,P1-fast-idle,147,329,0,1,2,0.0
1030858935464,P1-fast-idle,148,330,0,1,2,0.0
1030859099351,P1-fast-idle,148,330,0,1,2,0.0
1030859262121,P1-fast-idle,148,330,0,1,2,0.0
1030859424219,P1-fast-idle,148,330,0,1,2,0.0
1030859586724,P1-fast-idle,148,330,0,1,2,0.0
1030859749599,P1-fast-idle,148,330,0,1,2,0.0
1030859912624,P1-fast-idle,148,330,0,1,2,0.0
1030860077503,P1-fast-idle,149,331,0,1,2,0.0
1030860239699,P1-fast-idle,149,331,0,1,2,0.0
1030860401206,P1-fast-idle,149,331,0,1,2,0.0
1030860564567,P1-fast-idle,149,331,0,1,2,0.0
1030860728322,P1-fast-idle,149,331,0,1,2,0.0
1030860891745,P1-fast-idle,149,331,0,1,2,0.0
1030861055261,P1-fast-idle,150,332,0,1,2,0.0
1030861220559,P1-fast-idle,150,332,0,1,2,0.0
1030861383629,P1-fast-idle,150,332,0,1,2,0.0
1030861546434,P1-fast-idle,150,332,0,1,2,0.0
1030861708966,P1-fast-idle,150,332,0,1,2,0.0
1030861870836,P1-fast-idle,150,332,0,1,2,0.0
1030862034555,P1-fast-idle,150,332,0,1,2,0.0
1030862198653,P1-fast-idle,151,333,0,1,2,0.0
1030862360635,P1-fast-idle,151,333,0,1,2,0.0
1030862525168,P1-fast-idle,151,333,0,1,2,0.0
1030862687541,P1-fast-idle,151,333,0,1,2,0.0
1030862849686,P1-fast-idle,151,333,0,1,2,0.0
1030863012588,P1-fast-idle,151,333,0,1,2,0.0
1030863176305,P1-fast-idle,152,334,0,1,2,0.0
1030863338662,P1-fast-idle,152,334,0,1,2,0.0
1030863501432,P1-fast-idle,152,334,0,1,2,0.0
1030863664902,P1-fast-idle,152,334,0,1,2,0.0
1030863828092,P1-fast-idle,152,334,0,1,2,0.0
1030863990629,P1-fast-idle,152,334,0,1,2,0.0
1030864152748,P1-fast-idle,152,334,0,1,2,0.0
1030864317782,P1-fast-idle,153,335,0,1,2,0.0
1030864480462,P1-fast-idle,153,335,0,1,2,0.0
1030864642802,P1-fast-idle,153,335,0,1,2,0.0
1030864805609,P1-fast-idle,153,335,0,1,2,0.0
1030864970407,P1-fast-idle,153,335,0,1,2,0.0
1030865133747,P1-fast-idle,153,335,0,1,2,0.0
1030865297610,P1-fast-idle,154,336,0,1,2,0.0
1030865459767,P1-fast-idle,154,336,0,1,2,0.0
1030865622058,P1-fast-idle,154,336,0,1,2,0.0
1030865785029,P1-fast-idle,154,336,0,1,2,0.0
1030865947948,P1-fast-idle,154,336,0,1,2,0.0
1030866110782,P1-fast-idle,154,336,0,1,2,0.0
1030866272755,P1-fast-idle,154,336,0,1,2,0.0
1030866436520,P1-fast-idle,155,337,0,1,2,0.0
1030866598680,P1-fast-idle,155,337,0,1,2,0.0
1030866762415,P1-fast-idle,155,337,0,1,2,0.0
1030866925228,P1-fast-idle,155,337,0,1,2,0.0
1030867088000,P1-fast-idle,155,337,0,1,2,0.0
1030867250597,P1-fast-idle,155,337,0,1,2,0.0
1030867414088,P1-fast-idle,156,338,0,1,2,0.0
1030867579187,P1-fast-idle,156,338,0,1,2,0.0
1030867741251,P1-fast-idle,156,338,0,1,2,0.0
1030867903947,P1-fast-idle,156,338,0,1,2,0.0
1030868066282,P1-fast-idle,156,338,0,1,2,0.0
1030868227556,P1-fast-idle,156,338,0,1,2,0.0
1030868389451,P1-fast-idle,156,338,0,1,2,0.0
1030868553026,P1-fast-idle,157,340,0,1,2,0.0
1030868714721,P1-fast-idle,157,340,0,1,2,0.0
1030868876884,P1-fast-idle,157,340,0,1,2,0.0
1030869040757,P1-fast-idle,157,340,0,1,2,0.0
1030869201986,P1-fast-idle,157,340,0,1,2,0.0
1030869363004,P1-fast-idle,157,340,0,1,2,0.0
1030869527566,P1-fast-idle,158,341,0,1,2,0.0
1030869688883,P1-fast-idle,158,341,0,1,2,0.0
1030869850645,P1-fast-idle,158,341,0,1,2,0.0
1030870014539,P1-fast-idle,158,341,0,1,2,0.0
1030870176561,P1-fast-idle,158,341,0,1,2,0.0
1030870337583,P1-fast-idle,158,341,0,1,2,0.0
1030870499582,P1-fast-idle,158,341,0,1,2,0.0
1030870663945,P1-fast-idle,159,342,0,1,2,0.0
1030870826441,P1-fast-idle,159,342,0,1,2,0.0
1030870987518,P1-fast-idle,159,342,0,1,2,0.0
1030871149189,P1-fast-idle,159,342,0,1,2,0.0
1030871311703,P1-fast-idle,159,342,0,1,2,0.0
1030871474027,P1-fast-idle,159,342,0,1,2,0.0
1030871636964,P1-fast-idle,160,343,0,1,2,0.0
1030871798645,P1-fast-idle,160,343,0,1,2,0.0
1030871960386,P1-fast-idle,160,343,0,1,2,0.0
1030872122806,P1-fast-idle,160,343,0,1,2,0.0
1030872286069,P1-fast-idle,160,343,0,1,2,0.0
1030872447948,P1-fast-idle,160,343,0,1,2,0.0
1030872609913,P1-fast-idle,160,343,0,1,2,0.0
1030872773180,P1-fast-idle,161,344,0,1,2,0.0
1030872934851,P1-fast-idle,161,344,0,1,2,0.0
1030873097141,P1-fast-idle,161,344,0,1,2,0.0
1030873258792,P1-fast-idle,161,344,0,1,2,0.0
1030873420720,P1-fast-idle,161,344,0,1,2,0.0
1030873582457,P1-fast-idle,161,344,0,1,2,0.0
1030873745835,P1-fast-idle,162,345,0,1,2,0.0
1030873909778,P1-fast-idle,162,345,0,1,2,0.0
1030874072215,P1-fast-idle,162,345,0,1,2,0.0
1030874233610,P1-fast-idle,162,345,0,1,2,0.0
1030874395252,P1-fast-idle,162,345,0,1,2,0.0
1030874558662,P1-fast-idle,162,345,0,1,2,0.0
1030874720825,P1-fast-idle,162,345,0,1,2,0.0
1030874883694,P1-fast-idle,163,346,0,1,2,0.0
1030875046100,P1-fast-idle,163,346,0,1,2,0.0
1030875207071,P1-fast-idle,163,346,0,1,2,0.0
1030875368439,P1-fast-idle,163,346,0,1,2,0.0
1030875530988,P1-fast-idle,163,346,0,1,2,0.0
1030875694554,P1-fast-idle,163,346,0,1,2,0.0
1030875857307,P1-fast-idle,164,347,0,1,2,0.0
1030876019579,P1-fast-idle,164,347,0,1,2,0.0
1030876181899,P1-fast-idle,164,347,0,1,2,0.0
1030876345063,P1-fast-idle,164,347,0,1,2,0.0
1030876507726,P1-fast-idle,164,347,0,1,2,0.0
1030876669306,P1-fast-idle,164,347,0,1,2,0.0
1030876830936,P1-fast-idle,164,347,0,1,2,0.0
1030876995738,P1-fast-idle,165,348,0,1,2,0.0
1030877158682,P1-fast-idle,165,348,0,1,2,0.0
1030877318810,P1-fast-idle,165,348,0,1,2,0.0
1030877479710,P1-fast-idle,165,348,0,1,2,0.0
1030877639940,P1-fast-idle,165,348,0,1,2,0.0
1030877801256,P1-fast-idle,165,348,0,1,2,0.0
1030877962842,P1-fast-idle,166,349,0,1,2,0.0
1030878124242,P1-fast-idle,166,349,0,1,2,0.0
1030878286300,P1-fast-idle,166,349,0,1,2,0.0
1030878448770,P1-fast-idle,166,349,0,1,2,0.0
1030878610314,P1-fast-idle,166,349,0,1,2,0.0
1030878772427,P1-fast-idle,166,349,0,1,2,0.0
1030878935492,P1-fast-idle,166,349,0,1,2,0.0
1030879098844,P1-fast-idle,167,350,0,1,2,0.0
1030879263003,P1-fast-idle,167,350,0,1,2,0.0
1030879425087,P1-fast-idle,167,350,0,1,2,0.0
1030879588714,P1-fast-idle,167,350,0,1,2,0.0
1030879750469,P1-fast-idle,167,350,0,1,2,0.0
1030879911779,P1-fast-idle,167,350,0,1,2,0.0
1030880078688,P1-fast-idle,167,350,0,1,2,0.0
1030880243088,P1-fast-idle,168,351,0,1,2,0.0
1030880405180,P1-fast-idle,168,351,0,1,2,0.0
1030880567294,P1-fast-idle,168,351,0,1,2,0.0
1030880729061,P1-fast-idle,168,351,0,1,2,0.0
1030880890871,P1-fast-idle,168,351,0,1,2,0.0
1030881053479,P1-fast-idle,168,351,0,1,2,0.0
1030881216229,P1-fast-idle,169,352,0,1,2,0.0
1030881379672,P1-fast-idle,169,352,0,1,2,0.0
1030881541821,P1-fast-idle,169,352,0,1,2,0.0
1030881703949,P1-fast-idle,169,352,0,1,2,0.0
1030881866129,P1-fast-idle,169,352,0,1,2,0.0
1030882029549,P1-fast-idle,169,352,0,1,2,0.0
1030882191778,P1-fast-idle,169,352,0,1,2,0.0
1030882354417,P1-fast-idle,170,353,0,1,2,0.0
1030882517395,P1-fast-idle,170,353,0,1,2,0.0
1030882679100,P1-fast-idle,170,353,0,1,2,0.0
1030882841806,P1-fast-idle,170,353,0,1,2,0.0
1030883015460,P1-fast-idle,170,353,0,1,2,0.0
1030883180584,P1-fast-idle,170,353,0,1,2,0.0
1030883346321,P1-fast-idle,171,354,0,1,2,0.0
1030883508503,P1-fast-idle,171,354,0,1,2,0.0
1030883671358,P1-fast-idle,171,354,0,1,2,0.0
1030883833226,P1-fast-idle,171,354,0,1,2,0.0
1030883994993,P1-fast-idle,171,354,0,1,2,0.0
1030884157462,P1-fast-idle,171,354,0,1,2,0.0
1030884321343,P1-fast-idle,172,355,0,1,2,0.0
1030884483508,P1-fast-idle,172,355,0,1,2,0.0
1030884645775,P1-fast-idle,172,355,0,1,2,0.0
1030884807949,P1-fast-idle,172,355,0,1,2,0.0
1030884970458,P1-fast-idle,172,355,0,1,2,0.0
1030885132583,P1-fast-idle,172,355,0,1,2,0.0
1030885294831,P1-fast-idle,172,355,0,1,2,0.0
1030885457846,P1-fast-idle,173,356,0,1,2,0.0
1030885619693,P1-fast-idle,173,356,0,1,2,0.0
1030885781134,P1-fast-idle,173,356,0,1,2,0.0
1030885942998,P1-fast-idle,173,356,0,1,2,0.0
1030886106033,P1-fast-idle,173,356,0,1,2,0.0
1030886268805,P1-fast-idle,173,356,0,1,2,0.0
1030886431182,P1-fast-idle,173,356,0,1,2,0.0
1030886595705,P1-fast-idle,174,358,0,1,2,0.0
1030886758358,P1-fast-idle,174,358,0,1,2,0.0
1030886920456,P1-fast-idle,174,358,0,1,2,0.0
1030887082744,P1-fast-idle,174,358,0,1,2,0.0
1030887244008,P1-fast-idle,174,358,0,1,2,0.0
1030887406585,P1-fast-idle,174,358,0,1,2,0.0
1030887569558,P1-fast-idle,175,359,0,1,2,0.0
1030887731374,P1-fast-idle,175,359,0,1,2,0.0
1030887892773,P1-fast-idle,175,359,0,1,2,0.0
1030888055171,P1-fast-idle,175,359,0,1,2,0.0
1030888216541,P1-fast-idle,175,359,0,1,2,0.0
1030888378931,P1-fast-idle,175,359,0,1,2,0.0
1030888541361,P1-fast-idle,175,359,0,1,2,0.0
1030888705127,P1-fast-idle,176,360,0,1,2,0.0
1030888866676,P1-fast-idle,176,360,0,1,2,0.0
1030889029173,P1-fast-idle,176,360,0,1,2,0.0
1030889191472,P1-fast-idle,176,360,0,1,2,0.0
1030889352887,P1-fast-idle,176,360,0,1,2,0.0
1030889515921,P1-fast-idle,176,360,0,1,2,0.0
1030889683353,P1-fast-idle,177,361,0,1,2,0.0
1030889846485,P1-fast-idle,177,361,0,1,2,0.0
1030890008555,P1-fast-idle,177,361,0,1,2,0.0
1030890173368,P1-fast-idle,177,361,0,1,2,0.0
1030890336742,P1-fast-idle,177,361,0,1,2,0.0
1030890499602,P1-fast-idle,177,361,0,1,2,0.0
1030890662120,P1-fast-idle,177,361,0,1,2,0.0
1030890825874,P1-fast-idle,178,362,0,1,2,0.0
1030890987995,P1-fast-idle,178,362,0,1,2,0.0
1030891150865,P1-fast-idle,178,362,0,1,2,0.0
1030891313069,P1-fast-idle,178,362,0,1,2,0.0
1030891476804,P1-fast-idle,178,362,0,1,2,0.0
1030891638566,P1-fast-idle,178,362,0,1,2,0.0
1030891801145,P1-fast-idle,179,363,0,1,2,0.0
1030891963415,P1-fast-idle,179,363,0,1,2,0.0
1030892125966,P1-fast-idle,179,363,0,1,2,0.0
1030892288326,P1-fast-idle,179,363,0,1,2,0.0
1030892450972,P1-fast-idle,179,363,0,1,2,0.0
1030892613924,P1-fast-idle,179,363,0,1,2,0.0
1030892776299,P1-fast-idle,179,363,0,1,2,0.0
1030892942325,P1-fast-idle,180,364,0,1,2,0.0
1030893104143,P1-fast-idle,180,364,0,1,2,0.0
1030893265370,P1-fast-idle,180,364,0,1,2,0.0
1030893428329,P1-fast-idle,180,364,0,1,2,0.0
1030893589445,P1-fast-idle,180,364,0,1,2,0.0
1030893750754,P1-fast-idle,180,364,0,1,2,0.0
1030893914072,P1-fast-idle,181,365,0,1,2,0.0
1030894076102,P1-fast-idle,181,365,0,1,2,0.0
1030894238374,P1-fast-idle,181,365,0,1,2,0.0
1030894400604,P1-fast-idle,181,365,0,1,2,0.0
1030894563852,P1-fast-idle,181,365,0,1,2,0.0
1030894725948,P1-fast-idle,181,365,0,1,2,0.0
1030894888415,P1-fast-idle,181,365,0,1,2,0.0
1030895052238,P1-fast-idle,182,366,0,1,2,0.0
1030895214388,P1-fast-idle,182,366,0,1,2,0.0
1030895376916,P1-fast-idle,182,366,0,1,2,0.0
1030895538801,P1-fast-idle,182,366,0,1,2,0.0
1030895700446,P1-fast-idle,182,366,0,1,2,0.0
1030895864232,P1-fast-idle,182,366,0,1,2,0.0
1030896029314,P1-fast-idle,183,367,0,1,2,0.0
1030896190957,P1-fast-idle,183,367,0,1,2,0.0
1030896353835,P1-fast-idle,183,367,0,1,2,0.0
1030896517573,P1-fast-idle,183,367,0,1,2,0.0
1030896679977,P1-fast-idle,183,367,0,1,2,0.0
1030896841738,P1-fast-idle,183,367,0,1,2,0.0
1030897013746,P1-fast-idle,183,367,0,1,2,0.0
1030897178267,P1-fast-idle,184,368,0,1,2,0.0
1030897340900,P1-fast-idle,184,368,0,1,2,0.0
1030897503320,P1-fast-idle,184,368,0,1,2,0.0
1030897665377,P1-fast-idle,184,368,0,1,2,0.0
1030897827434,P1-fast-idle,184,368,0,1,2,0.0
1030897990217,P1-fast-idle,184,368,0,1,2,0.0
1030898153314,P1-fast-idle,185,369,0,1,2,0.0
1030898316493,P1-fast-idle,185,369,0,1,2,0.0
1030898479229,P1-fast-idle,185,369,0,1,2,0.0
1030898641530,P1-fast-idle,185,369,0,1,2,0.0
1030898803673,P1-fast-idle,185,369,0,1,2,0.0
1030898965881,P1-fast-idle,185,369,0,1,2,0.0
1030899127914,P1-fast-idle,185,369,0,1,2,0.0
1030899292839,P1-fast-idle,186,370,0,1,2,0.0
1030899454812,P1-fast-idle,186,370,0,1,2,0.0
1030899616697,P1-fast-idle,186,370,0,1,2,0.0
1030899778906,P1-fast-idle,186,370,0,1,2,0.0
1030899941128,P1-fast-idle,186,370,0,1,2,0.0
1030900105038,P1-fast-idle,186,370,0,1,2,0.0
1030900268156,P1-fast-idle,187,371,0,1,2,0.0
1030900430469,P1-fast-idle,187,371,0,1,2,0.0
1030900598736,P1-fast-idle,187,371,0,1,2,0.0
1030900761054,P1-fast-idle,187,371,0,1,2,0.0
1030900923979,P1-fast-idle,187,371,0,1,2,0.0
1030901086437,P1-fast-idle,187,371,0,1,2,0.0
1030901247379,P1-fast-idle,187,371,0,1,2,0.0
1030901408910,P1-fast-idle,188,372,0,1,2,0.0
1030901571771,P1-fast-idle,188,372,0,1,2,0.0
1030901738935,P1-fast-idle,188,372,0,1,2,0.0
1030901899486,P1-fast-idle,188,372,0,1,2,0.0
1030902060537,P1-fast-idle,188,372,0,1,2,0.0
1030902221871,P1-fast-idle,188,372,0,1,2,0.0
1030902386675,P1-fast-idle,189,373,0,1,2,0.0
1030902549121,P1-fast-idle,189,373,0,1,2,0.0
1030902710244,P1-fast-idle,189,373,0,1,2,0.0
1030902871266,P1-fast-idle,189,373,0,1,2,0.0
1030903034220,P1-fast-idle,189,373,0,1,2,0.0
1030903196204,P1-fast-idle,189,373,0,1,2,0.0
1030903358698,P1-fast-idle,189,373,0,1,2,0.0
1030903520915,P1-fast-idle,190,374,0,1,2,0.0
1030903682732,P1-fast-idle,190,374,0,1,2,0.0
1030903844078,P1-fast-idle,190,374,0,1,2,0.0
1030904008622,P1-fast-idle,190,374,0,1,2,0.0
1030904171173,P1-fast-idle,190,374,0,1,2,0.0
1030904334250,P1-fast-idle,190,374,0,1,2,0.0
1030904498416,P1-fast-idle,191,376,0,1,2,0.0
1030904659880,P1-fast-idle,191,376,0,1,2,0.0
1030904822749,P1-fast-idle,191,376,0,1,2,0.0
1030904985096,P1-fast-idle,191,376,0,1,2,0.0
1030905147219,P1-fast-idle,191,376,0,1,2,0.0
1030905310000,P1-fast-idle,191,376,0,1,2,0.0
1030905472097,P1-fast-idle,191,376,0,1,2,0.0
1030905636209,P1-fast-idle,192,377,0,1,2,0.0
1030905797470,P1-fast-idle,192,377,0,1,2,0.0
1030905959328,P1-fast-idle,192,377,0,1,2,0.0
1030906121294,P1-fast-idle,192,377,0,1,2,0.0
1030906283196,P1-fast-idle,192,377,0,1,2,0.0
1030906446623,P1-fast-idle,192,377,0,1,2,0.0
1030906610314,P1-fast-idle,193,378,0,1,2,0.0
1030906772588,P1-fast-idle,193,378,0,1,2,0.0
1030906934153,P1-fast-idle,193,378,0,1,2,0.0
1030907096566,P1-fast-idle,193,378,0,1,2,0.0
1030907258283,P1-fast-idle,193,378,0,1,2,0.0
1030907421202,P1-fast-idle,193,378,0,1,2,0.0
1030907584836,P1-fast-idle,193,378,0,1,2,0.0
1030907748561,P1-fast-idle,194,379,0,1,2,0.0
1030907912132,P1-fast-idle,194,379,0,1,2,0.0
1030908075960,P1-fast-idle,194,379,0,1,2,0.0
1030908239290,P1-fast-idle,194,379,0,1,2,0.0
1030908401641,P1-fast-idle,194,379,0,1,2,0.0
1030908563861,P1-fast-idle,194,379,0,1,2,0.0
1030908728193,P1-fast-idle,195,380,0,1,2,0.0
1030908890379,P1-fast-idle,195,380,0,1,2,0.0
1030909052667,P1-fast-idle,195,380,0,1,2,0.0
1030909212810,P1-fast-idle,195,380,0,1,2,0.0
1030909373364,P1-fast-idle,195,380,0,1,2,0.0
1030909534479,P1-fast-idle,195,380,0,1,2,0.0
1030909695438,P1-fast-idle,195,380,0,1,2,0.0
1030909856301,P1-fast-idle,196,381,0,1,2,0.0
1030910026930,P1-fast-idle,196,381,0,1,2,0.0
1030910189766,P1-fast-idle,196,381,0,1,2,0.0
1030910351675,P1-fast-idle,196,381,0,1,2,0.0
1030910516067,P1-fast-idle,196,381,0,1,2,0.0
1030910678703,P1-fast-idle,196,381,0,1,2,0.0
1030910843114,P1-fast-idle,197,382,0,1,2,0.0
1030911006143,P1-fast-idle,197,382,0,1,2,0.0
1030911168451,P1-fast-idle,197,382,0,1,2,0.0
1030911330622,P1-fast-idle,197,382,0,1,2,0.0
1030911492178,P1-fast-idle,197,382,0,1,2,0.0
1030911653989,P1-fast-idle,197,382,0,1,2,0.0
1030911817745,P1-fast-idle,197,382,0,1,2,0.0
1030911980647,P1-fast-idle,198,383,0,1,2,0.0
1030912142759,P1-fast-idle,198,383,0,1,2,0.0
1030912305665,P1-fast-idle,198,383,0,1,2,0.0
1030912467544,P1-fast-idle,198,383,0,1,2,0.0
1030912628818,P1-fast-idle,198,383,0,1,2,0.0
1030912790484,P1-fast-idle,198,383,0,1,2,0.0
1030912953558,P1-fast-idle,199,384,0,1,2,0.0
1030913115964,P1-fast-idle,199,384,0,1,2,0.0
